"Data";"Descrição";"Preço de custo";"Quantidade";"Preço unitário";"Total dos Produtos";"Valor total"
"07/01/2023";"Leite Not Milk Original";"7,23";"1,00";"15,90";"187,20";"14,31"
"07/01/2023";"Linguica de soja Goshen";"0,00";"3,00";"37,80";"680,87";"56,70"
"07/01/2023";"Linguica do Futuro";"0,00";"2,00";"49,80";"345,68";"47,31"
"07/01/2023";"Mondo 473ml Pink";"0,00";"1,00";"34,90";"315,74";"34,90"
"07/01/2023";"Mondo Picole - Blond Biscoito Belga";"0,00";"1,00";"12,90";"99,78";"12,90"
"07/01/2023";"Mortadela de soja Goshen";"0,00";"2,00";"31,80";"760,47";"31,80"
"07/01/2023";"Mousse de chocolate - Vidaveg";"0,00";"3,00";"29,70";"260,65";"29,70"
"07/01/2023";"Mumu 1,5 L Chocomenta";"0,00";"2,00";"67,80";"241,96";"67,80"
"07/01/2023";"Mumu 1,5L Flocos";"0,00";"1,00";"33,90";"187,20";"30,51"
"07/01/2023";"Mumu 1,5L Iogurte com frutas vermelhas";"0,00";"3,00";"110,70";"398,86";"104,58"
"07/01/2023";"Not Meat Almondega";"0,00";"1,00";"22,90";"29,90";"22,90"
"07/01/2023";"Oleo essencial hortela-pimenta - Phytoterapica";"0,00";"1,00";"37,90";"97,88";"37,90"
"07/01/2023";"Only 4 - 5g (menta)";"0,00";"1,00";"2,00";"107,93";"2,00"
"07/01/2023";"Ovinho de amendoim tradicional";"8,85";"3,00";"11,80";"163,87";"17,70"
"07/01/2023";"Pacoquita Individual";"0,00";"3,00";"4,00";"120,96";"6,00"
"07/01/2023";"Pao de beijo Raizes";"0,00";"3,00";"59,70";"1.031,01";"59,70"
"07/01/2023";"Pasoka - avela e cacau";"0,00";"1,00";"4,90";"75,78";"4,90"
"07/01/2023";"Pasoka - chocolate 70%";"0,00";"1,00";"4,90";"99,87";"4,90"
"07/01/2023";"Pasoka - para e cafe";"0,00";"1,00";"4,90";"175,17";"4,90"
"07/01/2023";"Picadinho ao molho caseiro Sora";"0,00";"3,00";"50,70";"209,37";"49,59"
"07/01/2023";"Porcao a parte";"0,00";"5,00";"8,00";"601,99";"40,00"
"07/01/2023";"Queijo mucarela fatiado - Vidaveg";"0,00";"2,00";"35,80";"298,55";"35,80"
"07/01/2023";"Queijo parmesao ralado - Vidaveg";"0,00";"1,00";"8,90";"315,74";"8,90"
"07/01/2023";"Queijo parmesao ralado Sora";"0,00";"2,00";"13,80";"84,80";"13,80"
"07/01/2023";"Rapadurinha de Minas";"0,00";"1,00";"2,00";"81,97";"2,00"
"07/01/2023";"Refeicao crianca 5 a 10 anos (qualquer dia) *";"0,00";"3,00";"38,97";"277,61";"38,97"
"07/01/2023";"Refeicao Delivery (Sab Dom e Feriados) *";"0,00";"12,00";"59,98";"917,73";"359,88"
"07/01/2023";"Requeijao Vidaveg tradicional";"0,00";"1,00";"14,90";"80,89";"14,90"
"07/01/2023";"Salada Extra (Delivery)";"0,00";"2,00";"3,00";"601,99";"6,00"
"07/01/2023";"Salgadinho Zooreta de Cebola";"0,00";"1,00";"6,20";"115,77";"6,20"
"07/01/2023";"Salgadinho Zooreta sabor Milho";"0,00";"1,00";"6,90";"315,74";"6,90"
"07/01/2023";"Salgadinho Zooreta sabor Pizza";"0,00";"2,00";"13,80";"195,64";"13,80"
"07/01/2023";"Salsicha de soja - Goshen";"0,00";"2,00";"43,80";"258,26";"43,80"
"07/01/2023";"Sobremesa aniversario - Salao";"0,00";"1,00";"0,00";"77,98";"0,00"
"07/01/2023";"Suco-refresco do dia";"0,00";"72,00";"230,00";"4.070,27";"356,16"
"07/01/2023";"Supino vegano - Banana Brasil";"0,00";"2,00";"5,80";"208,06";"5,80"
"07/01/2023";"The New Chicken Kids";"0,00";"1,00";"16,90";"127,78";"16,90"
"07/01/2023";"The New Fish - Camarao Empanado";"0,00";"1,00";"24,90";"127,78";"24,90"
"07/01/2023";"The New Fish - Salmao";"0,00";"1,00";"24,90";"134,78";"24,90"
"07/01/2023";"Tofu Miraia (até 200g)";"0,00";"1,00";"18,90";"601,99";"18,90"
"07/01/2023";"Tofu Miraia (ate 250g)";"0,00";"2,00";"47,80";"693,77";"47,80"
"07/01/2023";"Torta de vegarela 2 un - Lar Vegan";"0,00";"1,00";"17,90";"107,93";"17,90"
"07/01/2023";"Tubes Free Creme de Avela e Cacau";"0,00";"1,00";"7,90";"41,90";"7,90"
"07/01/2023";"Tubes Free Creme de castanhas e cacau puro";"0,00";"1,00";"7,90";"107,93";"7,90"
"07/01/2023";"Tubes Free Creme de chocolate";"0,00";"1,00";"7,90";"315,74";"7,90"
"07/01/2023";"Tubes Free Pasta de Amendoim";"0,00";"2,00";"15,80";"366,22";"15,80"
"07/01/2023";"Wewi Cola";"0,00";"3,00";"19,50";"486,52";"19,50"
"07/01/2023";"Wewi Guarana";"0,00";"1,00";"6,50";"122,68";"6,50"
"07/01/2023";"Xarope de Guarana 900ml";"0,00";"1,00";"12,90";"36,70";"12,90"
"07/01/2023";"Zona Azul 1 hora";"0,00";"6,00";"11,25";"324,12";"13,50"
"08/01/2023";"(Viagem salao) Refeicao (Sab, Dom e Feriados) *";"0,00";"2,00";"29,99";"59,98";"59,98"
"08/01/2023";"Bananinha com acucar - Paraibuna";"0,00";"1,00";"3,20";"38,19";"3,20"
"08/01/2023";"Basi Co - Manteiga de macadamia";"0,00";"1,00";"14,90";"79,88";"14,90"
"08/01/2023";"Biscoito de polvilho Da Roca (Quinoa Real)";"0,00";"2,00";"13,00";"120,87";"13,00"
"08/01/2023";"Bola de sorvete (1un)";"0,00";"2,00";"14,00";"178,96";"14,00"
"08/01/2023";"Bombom Smore Baunilha - Smarsh";"0,00";"2,00";"9,80";"107,97";"9,80"
"08/01/2023";"Brownie (pedaco) (sobremesa salao)";"0,00";"2,00";"8,00";"85,98";"16,00"
"08/01/2023";"Brownie (viagem - pronto)";"0,00";"2,00";"8,00";"85,98";"16,00"
"08/01/2023";"Brownie com 01 bola de sorvete";"0,00";"1,00";"15,00";"74,98";"11,09"
"08/01/2023";"Bucha vegetal Biowash";"0,00";"1,00";"5,90";"40,89";"5,90"
"08/01/2023";"Buffet a vontade (Sáb, Dom e Feriados) *";"0,00";"79,00";"1.259,58";"3.050,38";"2.341,94"
"08/01/2023";"Esfiha mista 2 un - Lar Vegan";"0,00";"1,00";"17,90";"174,76";"17,90"
"08/01/2023";"Feijoada (marmita somente feijoada)";"0,00";"2,00";"35,00";"78,00";"70,00"
"08/01/2023";"Flocos 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"102,77";"14,90"
"08/01/2023";"Goiabada Zero Individual";"0,00";"1,00";"3,20";"68,08";"3,20"
"08/01/2023";"Goiabinha 250 gr - Vovo Floria";"0,00";"2,00";"29,80";"177,65";"29,80"
"08/01/2023";"Grand Gateau (incluir o mondo) - Salao";"0,00";"2,00";"20,00";"178,96";"20,00"
"08/01/2023";"Leite Naveia Chocolate";"0,00";"1,00";"16,90";"129,68";"16,90"
"08/01/2023";"Leite Naveia Original";"0,00";"1,00";"15,90";"129,68";"15,90"
"08/01/2023";"Leite Not Milk Chocolate";"7,23";"1,00";"15,90";"15,90";"15,90"
"08/01/2023";"Mumu 1,5L Banoffee";"0,00";"1,00";"36,90";"174,76";"36,90"
"08/01/2023";"Pacoquita Individual";"0,00";"2,00";"4,00";"166,95";"4,00"
"08/01/2023";"Pao de beijo Raizes";"0,00";"2,00";"19,90";"104,78";"39,80"
"08/01/2023";"Peito de peru de soja Goshen";"0,00";"1,00";"15,90";"80,88";"15,90"
"08/01/2023";"Porcao a parte";"0,00";"1,00";"8,00";"78,00";"8,00"
"08/01/2023";"Queijo parmesao ralado Sora";"0,00";"2,00";"13,80";"166,57";"11,12"
"08/01/2023";"Refeicao crianca 5 a 10 anos (qualquer dia) *";"0,00";"3,00";"38,97";"310,70";"38,97"
"08/01/2023";"Refeicao Delivery (Sab Dom e Feriados) *";"0,00";"11,00";"29,99";"353,79";"329,89"
"08/01/2023";"Salsicha de soja - Goshen";"0,00";"2,00";"43,80";"103,78";"43,80"
"08/01/2023";"Suco-refresco do dia";"0,00";"40,00";"130,00";"1.939,80";"200,00"
"08/01/2023";"Tofu Miraia (ate 250g)";"0,00";"1,00";"23,90";"353,79";"23,90"
"08/01/2023";"Torta holandesa (pedaco) - Salao";"0,00";"9,00";"60,00";"598,06";"90,00"
"08/01/2023";"Tubes Free Creme de Avela e Cacau";"0,00";"1,00";"7,90";"14,40";"7,90"
"09/01/2023";"(Viagem salao) Refeicao Seg a Sexta *";"0,00";"1,00";"24,99";"24,99";"24,99"
"09/01/2023";"Bananinha com acucar - Paraibuna";"0,00";"1,00";"3,20";"63,18";"3,20"
"09/01/2023";"Bananinha sem acucar - Paraibuna";"0,00";"2,00";"7,60";"57,58";"7,60"
"09/01/2023";"Bites free minis - Brigadeiro funcional (NaturalLife)";"0,00";"1,00";"10,90";"424,75";"10,90"
"09/01/2023";"Bites Free minis - Pacoquinha Fit (NaturalLife)";"0,00";"1,00";"6,90";"31,89";"6,90"
"09/01/2023";"Bola de sorvete (1un)";"0,00";"2,00";"7,00";"68,98";"14,00"
"09/01/2023";"Bombom Sakura - creme de amendoim (Seren dips)";"0,00";"2,00";"15,00";"173,66";"15,00"
"09/01/2023";"Brownie (pedaco) (sobremesa salao)";"0,00";"1,00";"8,00";"39,89";"8,00"
"09/01/2023";"Brownie (viagem - pronto)";"0,00";"3,00";"8,00";"424,75";"24,00"
"09/01/2023";"Buffet a vontade (Seg a Sexta) *";"0,00";"60,00";"899,64";"1.898,84";"1.499,40"
"09/01/2023";"Chips de batata doce sabor Mostarda Dijon (Roots to Go)";"0,00";"1,00";"7,90";"53,79";"7,90"
"09/01/2023";"Combo Almoço+sobremesa+bebida (Seg a Sex)";"0,00";"8,00";"69,98";"701,57";"279,92"
"09/01/2023";"Dadinho";"0,00";"6,00";"1,00";"52,98";"3,00"
"09/01/2023";"Descartáveis (Delivery)";"0,00";"1,00";"1,00";"424,75";"1,00"
"09/01/2023";"Futuro Atum";"0,00";"1,00";"19,90";"120,27";"19,90"
"09/01/2023";"Futuro Burger tradicional";"0,00";"1,00";"22,90";"276,82";"22,90"
"09/01/2023";"Goiabinha 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"64,88";"14,90"
"09/01/2023";"Leite Not Milk Chocolate";"7,23";"1,00";"15,90";"53,79";"15,90"
"09/01/2023";"Manteiga VegSeed";"0,00";"1,00";"26,90";"85,88";"26,90"
"09/01/2023";"Marmita Raiz";"0,00";"5,00";"14,99";"424,75";"74,95"
"09/01/2023";"Mumu 1,5L Banoffee";"0,00";"1,00";"36,90";"126,87";"36,90"
"09/01/2023";"Only 4 - 5g (menta)";"0,00";"1,00";"2,00";"85,88";"2,00"
"09/01/2023";"Pacoquita Individual";"0,00";"2,00";"4,00";"112,87";"4,00"
"09/01/2023";"Peito de peru de soja Goshen";"0,00";"1,00";"15,90";"53,39";"15,90"
"09/01/2023";"Porcao a parte";"0,00";"1,00";"8,00";"276,82";"8,00"
"09/01/2023";"Queijo mucarela fatiado - Vidaveg";"0,00";"1,00";"17,90";"120,27";"17,90"
"09/01/2023";"Queijo parmesao ralado Sora";"0,00";"1,00";"6,90";"39,89";"6,90"
"09/01/2023";"Refeicao crianca 5 a 10 anos (qualquer dia) *";"0,00";"1,00";"12,99";"77,97";"12,99"
"09/01/2023";"Refeicao Delivery (Seg a Sex) *";"0,00";"10,00";"49,98";"701,57";"249,90"
"09/01/2023";"Salada Extra (Delivery)";"0,00";"2,00";"3,00";"276,82";"6,00"
"09/01/2023";"Suco de uva (Campo Largo) 200ml";"0,00";"1,00";"4,50";"424,75";"4,50"
"09/01/2023";"Suco-refresco do dia";"0,00";"30,00";"90,00";"1.124,36";"150,00"
"09/01/2023";"Supino vegano - Banana Brasil";"0,00";"1,00";"2,90";"52,88";"2,90"
"09/01/2023";"Wewi Cola";"0,00";"3,00";"6,50";"424,75";"19,50"
"09/01/2023";"Wewi Guarana";"0,00";"1,00";"6,50";"6,50";"5,85"
"09/01/2023";"Zona Azul 1 hora";"0,00";"8,00";"9,00";"237,92";"18,00"
"10/01/2023";"(Viagem salao) Refeicao Seg a Sexta *";"0,00";"3,00";"47,98";"87,97";"72,97"
"10/01/2023";"Bananinha com acucar - Paraibuna";"0,00";"2,00";"6,40";"126,36";"6,40"
"10/01/2023";"Bananinha sem acucar - Paraibuna";"0,00";"3,00";"7,60";"63,63";"11,40"
"10/01/2023";"Biofertilizante 1L (Plante sua comida)";"0,00";"1,00";"29,00";"113,97";"29,00"
"10/01/2023";"Bites free minis - Brigadeiro funcional (NaturalLife)";"0,00";"2,00";"21,80";"111,18";"21,80"
"10/01/2023";"Bola de sorvete (1un)";"0,00";"2,00";"7,00";"85,99";"14,00"
"10/01/2023";"Bolinho sabor laranja com cenoura - Suavipan";"0,00";"1,00";"4,50";"42,39";"4,50"
"10/01/2023";"Bombom Sakura - creme de amendoas  (Seren dips)";"0,00";"1,00";"7,50";"32,49";"7,50"
"10/01/2023";"Bombom Sakura - ganache meio amargo (Seren dips)";"0,00";"1,00";"7,50";"37,49";"7,50"
"10/01/2023";"Buffet a vontade (Seg a Sexta) *";"0,00";"70,00";"1.024,59";"2.365,75";"1.724,31"
"10/01/2023";"Colar aromatizador (mandala) - Phytoterapica";"0,00";"1,00";"69,90";"212,07";"69,90"
"10/01/2023";"Combo Almoço+sobremesa+bebida (Seg a Sex)";"0,00";"1,00";"34,99";"212,82";"34,99"
"10/01/2023";"Cookie Cumaru com chocolate (1un) Raizes";"0,00";"3,00";"21,00";"363,79";"21,00"
"10/01/2023";"Doce de leite de soja - Soymilke";"0,00";"2,00";"35,80";"86,69";"35,80"
"10/01/2023";"Esponja vegetal para louça - Biowash";"0,00";"3,00";"17,80";"275,95";"26,70"
"10/01/2023";"Grand Gateau (incluir o mondo) - Salao";"0,00";"1,00";"10,00";"85,99";"10,00"
"10/01/2023";"Leite condensado 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"101,18";"14,90"
"10/01/2023";"Marmita Raiz";"0,00";"2,00";"14,99";"212,82";"29,98"
"10/01/2023";"Mortadela de soja Goshen";"0,00";"1,00";"15,90";"212,82";"15,90"
"10/01/2023";"Mumu 1,5L cafe com chocolate";"0,00";"1,00";"36,90";"96,88";"36,90"
"10/01/2023";"Oleo essencial Alecrim 5ml- Phytoterapica";"0,00";"1,00";"24,90";"212,07";"24,90"
"10/01/2023";"Only 4 - 5g (chocolate)";"0,00";"2,00";"4,00";"101,37";"4,00"
"10/01/2023";"Pacoquita Individual";"0,00";"1,00";"2,00";"58,98";"2,00"
"10/01/2023";"Pasoka - avela e cacau";"0,00";"2,00";"4,90";"212,07";"9,80"
"10/01/2023";"Pasoka - chocolate 70%";"0,00";"1,00";"4,90";"212,07";"4,90"
"10/01/2023";"Pasoka - especiarias";"0,00";"3,00";"4,90";"108,57";"14,70"
"10/01/2023";"Pasoka - original";"0,00";"1,00";"4,90";"212,07";"4,90"
"10/01/2023";"Pasoka - pistache e coco";"0,00";"2,00";"9,80";"266,95";"9,80"
"10/01/2023";"Peito de peru de soja Goshen";"0,00";"1,00";"15,90";"42,70";"15,90"
"10/01/2023";"PetVegan Bifinhos Frutas Mamao Laranja e Coco";"0,00";"1,00";"7,20";"101,18";"7,20"
"10/01/2023";"PetVegan Bifinhos Vegetais - Beterraba, Cenoura e Espinafre";"0,00";"1,00";"7,20";"101,18";"7,20"
"10/01/2023";"Picadinho ao molho caseiro Sora";"0,00";"1,00";"16,90";"101,18";"16,90"
"10/01/2023";"Porcao a parte";"0,00";"2,00";"16,00";"283,40";"16,00"
"10/01/2023";"Queijo mucarela fatiado - Vidaveg";"0,00";"1,00";"17,90";"42,70";"17,90"
"10/01/2023";"Queijo parmesao ralado - Vidaveg";"0,00";"1,00";"8,90";"42,70";"8,90"
"10/01/2023";"Refeicao Delivery (Seg a Sex) *";"0,00";"13,00";"49,98";"431,24";"324,87"
"10/01/2023";"Salada Extra (Delivery)";"0,00";"2,00";"3,00";"218,42";"6,00"
"10/01/2023";"Suco de uva (Campo Largo) 200ml";"0,00";"1,00";"4,50";"218,42";"4,50"
"10/01/2023";"Suco-refresco do dia";"0,00";"32,00";"105,00";"1.353,47";"160,00"
"10/01/2023";"Supino vegano - Banana Brasil";"0,00";"1,00";"2,90";"127,86";"2,90"
"10/01/2023";"Tofu Miraia (até 200g)";"0,00";"1,00";"18,90";"108,57";"18,90"
"10/01/2023";"Torta holandesa (pedaco) - Salao";"0,00";"4,00";"30,00";"282,64";"40,00"
"10/01/2023";"Torta holandesa (pedaco) - Viagem";"0,00";"1,00";"10,00";"10,00";"10,00"
"10/01/2023";"Zona Azul 1 hora";"0,00";"11,00";"11,25";"133,51";"24,75"
"11/01/2023";"(Viagem salao) Refeicao Seg a Sexta *";"0,00";"1,00";"24,99";"30,98";"24,99"
"11/01/2023";"Bananinha com acucar - Paraibuna";"0,00";"2,00";"3,20";"56,38";"6,40"
"11/01/2023";"Bananinha sem acucar - Paraibuna";"0,00";"3,00";"3,80";"42,89";"11,40"
"11/01/2023";"Biscoito de polvilho Da Roca (Quinoa Real)";"0,00";"1,00";"6,50";"42,89";"6,50"
"11/01/2023";"Biscoito Krocao Banana e Aveia";"0,00";"1,00";"11,70";"43,89";"11,70"
"11/01/2023";"Bites Free minis - Pacoquinha Fit (NaturalLife)";"0,00";"1,00";"10,90";"35,89";"10,90"
"11/01/2023";"Bombom Sakura - creme de amendoim (Seren dips)";"0,00";"2,00";"15,00";"107,87";"14,63"
"11/01/2023";"Brownie (pedaco) (sobremesa salao)";"0,00";"1,00";"8,00";"57,98";"8,00"
"11/01/2023";"Buffet a vontade (Seg a Sexta) *";"0,00";"69,00";"1.074,57";"2.165,69";"1.715,07"
"11/01/2023";"Chocolate 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"46,89";"14,90"
"11/01/2023";"Combo Almoço+sobremesa+bebida (Seg a Sex)";"0,00";"3,00";"34,99";"429,76";"104,97"
"11/01/2023";"Cookie Cumaru com chocolate (1un) Raizes";"0,00";"4,00";"21,00";"178,85";"28,00"
"11/01/2023";"Creme de soja Batavo";"0,00";"1,00";"6,50";"69,47";"6,50"
"11/01/2023";"Dadinho";"0,00";"4,00";"0,50";"46,89";"2,00"
"11/01/2023";"Doce de leite de soja - Soymilke";"0,00";"1,00";"17,90";"429,76";"17,90"
"11/01/2023";"Esfiha calabresa 2 un - Lar Vegan";"0,00";"1,00";"17,90";"50,39";"17,90"
"11/01/2023";"GoodSoy - Snack de ervas finas";"0,00";"1,00";"3,90";"75,58";"3,90"
"11/01/2023";"GoodSoy - Snack de queijo";"0,00";"2,00";"3,90";"75,58";"7,80"
"11/01/2023";"Leite Naveia Original";"0,00";"1,00";"15,90";"72,88";"15,90"
"11/01/2023";"Linguica de soja Goshen";"0,00";"1,00";"18,90";"130,77";"18,90"
"11/01/2023";"Marmita Raiz";"0,00";"6,00";"29,98";"878,89";"89,94"
"11/01/2023";"Only 4 - 5g (chocolate)";"0,00";"1,00";"2,00";"75,58";"2,00"
"11/01/2023";"Pacoquita Individual";"0,00";"3,00";"4,00";"81,83";"6,00"
"11/01/2023";"Pacoquita Pote Rolha";"0,00";"1,00";"37,90";"115,87";"37,90"
"11/01/2023";"Pasoka - chocolate 70%";"0,00";"1,00";"4,90";"29,89";"4,90"
"11/01/2023";"Pasoka - pistache e coco";"0,00";"1,00";"4,90";"75,58";"4,90"
"11/01/2023";"PetVegan Bifinhos Vegetais - Beterraba, Cenoura e Espinafre";"0,00";"1,00";"7,20";"43,89";"7,20"
"11/01/2023";"Porcao a parte";"0,00";"1,00";"8,00";"429,76";"8,00"
"11/01/2023";"Refeicao crianca 5 a 10 anos (qualquer dia) *";"0,00";"2,00";"25,98";"185,34";"25,98"
"11/01/2023";"Refeicao Delivery (Seg a Sex) *";"0,00";"22,00";"49,98";"878,89";"549,78"
"11/01/2023";"Salada Extra (Delivery)";"0,00";"1,00";"3,00";"429,76";"3,00"
"11/01/2023";"Salsicha de soja - Goshen";"0,00";"1,00";"21,90";"130,77";"21,90"
"11/01/2023";"Sobremesa aniversario - Salao";"0,00";"2,00";"0,00";"107,96";"0,00"
"11/01/2023";"Suco de uva (Campo Largo) 200ml";"0,00";"1,00";"4,50";"429,76";"4,50"
"11/01/2023";"Suco-refresco do dia";"0,00";"21,00";"65,00";"804,97";"105,00"
"11/01/2023";"Supino vegano - Banana Brasil";"0,00";"2,00";"5,80";"30,79";"2,90"
"11/01/2023";"Taxa de entrega";"0,00";"1,00";"5,99";"30,98";"5,99"
"11/01/2023";"Tofu Miraia (ate 250g)";"0,00";"2,00";"23,90";"449,13";"47,80"
"11/01/2023";"Torta holandesa (pedaco) - Salao";"0,00";"3,00";"10,00";"104,97";"30,00"
"11/01/2023";"Torta holandesa (pedaco) - Viagem";"0,00";"4,00";"20,00";"878,89";"40,00"
"11/01/2023";"Wewi Cola";"0,00";"3,00";"19,50";"935,37";"19,50"
"11/01/2023";"Zona Azul 1 hora";"0,00";"9,00";"11,25";"124,21";"20,25"
"12/01/2023";"(1un) Muffin de banana - Raizes";"0,00";"1,00";"7,00";"579,32";"7,00"
"12/01/2023";"(Viagem salao) Refeicao Seg a Sexta *";"0,00";"3,00";"47,98";"74,97";"72,97"
"12/01/2023";"Agua Mineral Com Gas 500ml";"0,00";"2,00";"4,90";"143,75";"9,80"
"12/01/2023";"Bananinha com acucar - Paraibuna";"0,00";"1,00";"3,20";"96,97";"3,20"
"12/01/2023";"Bananinha sem acucar - Paraibuna";"0,00";"2,00";"7,60";"159,50";"7,60"
"12/01/2023";"Basi Co - Queijo minas frescal";"0,00";"1,00";"25,90";"579,32";"25,90"
"12/01/2023";"Biscoito de polvilho Da Roca (Quinoa Real)";"0,00";"1,00";"6,50";"265,94";"6,50"
"12/01/2023";"Bombom Sakura - ganache meio amargo (Seren dips)";"0,00";"1,00";"7,50";"265,94";"7,50"
"12/01/2023";"Bombom Smore Baunilha - Smarsh";"0,00";"1,00";"4,90";"29,89";"4,90"
"12/01/2023";"Brownie (viagem - pronto)";"0,00";"4,00";"16,00";"679,29";"32,00"
"12/01/2023";"Brownie com 01 bola de sorvete";"0,00";"1,00";"15,00";"99,97";"15,00"
"12/01/2023";"Buffet a vontade (Seg a Sexta) *";"0,00";"87,00";"1.099,56";"2.834,62";"2.103,62"
"12/01/2023";"Combo Almoço+sobremesa+bebida (Seg a Sex)";"0,00";"4,00";"69,98";"845,26";"139,96"
"12/01/2023";"Cookie Cumaru com chocolate (1un) Raizes";"0,00";"3,00";"14,00";"615,31";"21,00"
"12/01/2023";"Creme de soja Batavo";"0,00";"1,00";"6,50";"118,27";"6,50"
"12/01/2023";"Doce de leite de soja - Soymilke";"0,00";"2,00";"35,80";"397,24";"35,80"
"12/01/2023";"Espetinhos congelados (Raizes)";"0,00";"1,00";"21,90";"278,97";"21,90"
"12/01/2023";"Fudge vegano - Castanha do Para (Seren dips)";"0,00";"2,00";"5,00";"94,88";"10,00"
"12/01/2023";"Futuro Atum";"0,00";"2,00";"19,90";"278,97";"39,80"
"12/01/2023";"Goiabinha 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"579,32";"14,90"
"12/01/2023";"GoodSoy - Snack de ervas finas";"0,00";"1,00";"3,90";"579,32";"3,90"
"12/01/2023";"Leite Naveia Original";"0,00";"2,00";"31,80";"364,75";"31,80"
"12/01/2023";"Leite Not Milk Cafe Caramelo";"0,00";"1,00";"15,90";"278,97";"15,90"
"12/01/2023";"Linguica de soja Goshen";"0,00";"1,00";"18,90";"118,27";"18,90"
"12/01/2023";"Manteiga de castanha de caju - Vidaveg";"0,00";"1,00";"16,90";"278,97";"16,90"
"12/01/2023";"Marmita Raiz";"0,00";"1,00";"14,99";"579,32";"14,99"
"12/01/2023";"Mortadela de soja Goshen";"0,00";"1,00";"15,90";"265,94";"15,90"
"12/01/2023";"Mumu 1,5L Paçoca";"0,00";"1,00";"36,90";"278,97";"36,90"
"12/01/2023";"Oleo essencial Eucalipto Glóbulos 5ml- Phytoterapica";"0,00";"1,00";"27,90";"27,90";"27,90"
"12/01/2023";"Only 4 - 5g (chocolate)";"0,00";"1,00";"2,00";"35,99";"2,00"
"12/01/2023";"Only 4 - 5g (menta)";"0,00";"3,00";"4,00";"94,97";"6,00"
"12/01/2023";"Pao de melado - creme de amendoas (Seren dips)";"0,00";"1,00";"7,50";"62,48";"7,50"
"12/01/2023";"Pasoka - especiarias";"0,00";"1,00";"4,90";"74,68";"4,90"
"12/01/2023";"Pasoka - pistache e coco";"0,00";"3,00";"9,80";"109,57";"14,70"
"12/01/2023";"Peito de peru de soja Goshen";"0,00";"1,00";"15,90";"15,90";"15,90"
"12/01/2023";"Porcao a parte";"0,00";"1,00";"31,00";"265,94";"31,00"
"12/01/2023";"Presunto de soja Goshen";"0,00";"1,00";"15,90";"265,94";"15,90"
"12/01/2023";"Queijo mucarela fatiado - Vidaveg";"0,00";"2,00";"17,90";"579,32";"35,80"
"12/01/2023";"Refeicao crianca 5 a 10 anos (qualquer dia) *";"0,00";"1,00";"12,99";"99,97";"12,99"
"12/01/2023";"Refeicao Delivery (Seg a Sex) *";"0,00";"19,00";"49,98";"845,26";"474,81"
"12/01/2023";"Requeijao Vidaveg tradicional";"0,00";"1,00";"14,90";"85,78";"14,90"
"12/01/2023";"Requeisoy sabor original";"0,00";"1,00";"13,20";"265,94";"13,20"
"12/01/2023";"Salada Extra (Delivery)";"0,00";"2,00";"3,00";"265,94";"6,00"
"12/01/2023";"Salada Extra (Viagem)";"0,00";"1,00";"2,00";"24,99";"2,00"
"12/01/2023";"Sobremesa aniversario - Salao";"0,00";"1,00";"0,00";"24,99";"0,00"
"12/01/2023";"Suco de laranja (Campo Largo) 200ml";"0,00";"2,00";"4,50";"143,75";"9,00"
"12/01/2023";"Suco-refresco do dia";"0,00";"32,00";"90,00";"1.477,80";"151,22"
"12/01/2023";"The New Fish - Camarao Empanado";"0,00";"1,00";"24,90";"94,88";"24,90"
"12/01/2023";"Tofu Okinawa Caseiro";"0,00";"2,00";"21,80";"349,85";"12,23"
"12/01/2023";"Torta holandesa (pedaco) - Salao";"0,00";"2,00";"20,00";"249,92";"20,00"
"12/01/2023";"Torta holandesa (pedaco) - Viagem";"0,00";"2,00";"20,00";"375,90";"20,00"
"12/01/2023";"Wewi Guarana";"0,00";"1,00";"6,50";"62,53";"6,50"
"12/01/2023";"Wewi Laranja";"0,00";"2,00";"6,50";"99,97";"13,00"
"12/01/2023";"Xarope de Guarana 900ml";"0,00";"1,00";"12,90";"278,97";"12,90"
"12/01/2023";"Zona Azul 1 hora";"0,00";"6,00";"13,50";"318,69";"13,50"
"13/01/2023";"(Viagem salao) Refeicao Seg a Sexta *";"0,00";"4,00";"95,96";"154,00";"95,96"
"13/01/2023";"Agua Mineral Com Gas 500ml";"0,00";"1,00";"4,90";"94,88";"4,90"
"13/01/2023";"Bananinha com acucar - Paraibuna";"0,00";"2,00";"6,40";"61,38";"6,40"
"13/01/2023";"Bananinha sem acucar - Paraibuna";"0,00";"3,00";"7,60";"146,35";"11,40"
"13/01/2023";"Basi Co - Queijo minas frescal";"0,00";"1,00";"25,90";"75,88";"25,90"
"13/01/2023";"Biscoito de polvilho Da Roca (Quinoa Real)";"0,00";"1,00";"6,50";"478,65";"6,50"
"13/01/2023";"Brownie (viagem - pronto)";"0,00";"1,00";"8,00";"483,24";"8,00"
"13/01/2023";"Brownie com 01 bola de sorvete";"0,00";"2,00";"15,00";"94,88";"30,00"
"13/01/2023";"Buffet a vontade (Seg a Sexta) *";"0,00";"88,00";"1.424,43";"2.903,70";"2.174,13"
